solID,dep_var_type,channels,date_min,date_max,periods,constr_low,constr_up,histSpend,histSpendTotal,initSpendUnitTotal,initSpendUnit,initSpendShare,initResponseUnit,initResponseUnitTotal,initCPAUnit,expSpendTotal,expSpendUnitTotal,expSpendUnitDelta,optmSpendUnit,optmSpendUnitDelta,optmSpendUnitTotal,optmSpendUnitTotalDelta,optmSpendShareUnit,optmResponseUnit,optmResponseUnitTotal,optmCPAUnit,optmResponseUnitLift,optmResponseUnitTotalLift
5_1242_3,conversion,FB_28_similar_S,2020-05-06,2022-03-31,695 days,0.7,1.2,3973402,134781133,583068.811458082,21023.291005291,0.0360562777362727,0.51080451322124,11.9578520211399,2.42970766609606e-05,134781133,583068.811458082,0,25227.9492063492,0.2,583068.811458088,9.76996261670138e-15,0.0432675332835268,0.820160251793794,12.9661571785343,3.25099850600373e-05,0.605624520859637,0.0843215951838054
5_1242_3,conversion,FB_30_broad_S,2020-05-06,2022-03-31,695 days,0.7,1.2,3712528,134781133,583068.811458082,8735.36,0.0149816965482264,0.354543656087643,11.9578520211399,4.05871831370022e-05,134781133,583068.811458082,0,10482.432,0.2,583068.811458088,9.76996261670138e-15,0.0179780358578715,0.436249670213729,12.9661571785343,4.16172191924287e-05,0.230454029350585,0.0843215951838054
5_1242_3,conversion,FB_30_similar_S,2020-05-06,2022-03-31,695 days,0.7,1.2,9915433,134781133,583068.811458082,25359.1636828645,0.0434925744346516,0.501997063291763,11.9578520211399,1.97954896923896e-05,134781133,583068.811458082,0,30430.9964194373,0.2,583068.811458088,9.76996261670138e-15,0.0521910893215814,0.78621349021412,12.9661571785343,2.58359430423362e-05,0.566171493232758,0.0843215951838054
5_1242_3,conversion,FB_40_similar_S,2020-05-06,2022-03-31,695 days,0.7,1.2,6054607,134781133,583068.811458082,10385.2607204117,0.0178113809490877,0.460930847837438,11.9578520211399,4.43831753719484e-05,134781133,583068.811458082,0,12462.312864494,0.2,583068.811458088,9.76996261670138e-15,0.021373657138905,0.521154737946949,12.9661571785343,4.18184604746809e-05,0.130657104839187,0.0843215951838054
5_1242_3,conversion,FB_50_S,2020-05-06,2022-03-31,695 days,0.7,1.2,92379,134781133,583068.811458082,3421.44444444444,0.00586799426964448,0.0264818135911288,11.9578520211399,7.73995136297728e-06,134781133,583068.811458082,0,4105.73333333333,0.2,583068.811458088,9.76996261670138e-15,0.00704159312357331,0.0452405833303557,12.9661571785343,1.10188801018955e-05,0.708364239279705,0.0843215951838054
5_1242_3,conversion,FB_female_other_S,2020-05-06,2022-03-31,695 days,0.7,1.2,49052834,134781133,583068.811458082,75004.3333333333,0.128637189743985,2.14159810146711,11.9578520211399,2.85529916244899e-05,134781133,583068.811458082,0,52503.0333421244,-0.299999999882793,583068.811458088,9.76996261670138e-15,0.0900460328358661,1.82502209166738,12.9661571785343,3.47603171758673e-05,-0.147822324638251,0.0843215951838054
5_1242_3,conversion,FB_male_other_S,2020-05-06,2022-03-31,695 days,0.7,1.2,27575823,134781133,583068.811458082,40792.6375739645,0.0699619612168146,2.34829177500542,11.9578520211399,5.75665589347473e-05,134781133,583068.811458082,0,48951.1650887574,0.2,583068.811458088,9.76996261670138e-15,0.0839543534601767,2.77846279405577,12.9661571785343,5.67598909855958e-05,0.18318465517317,0.0843215951838054
5_1242_3,conversion,FB_u25_S,2020-05-06,2022-03-31,695 days,0.7,1.2,366344,134781133,583068.811458082,8935.21951219512,0.015324468290202,0.681548984100764,11.9578520211399,7.62766917108819e-05,134781133,583068.811458082,0,10722.2634146341,0.2,583068.811458088,9.76996261670138e-15,0.0183893619482422,0.759460233877285,12.9661571785343,7.08302160195716e-05,0.11431496722032,0.0843215951838054
5_1242_3,conversion,FB_undefined_S,2020-05-06,2022-03-31,695 days,0.7,1.2,30309208,134781133,583068.811458082,45170.2056631893,0.0774697681912226,2.07434307850896,11.9578520211399,4.59228167783043e-05,134781133,583068.811458082,0,54204.2467958271,0.2,583068.811458088,9.76996261670138e-15,0.0929637218294662,2.31819290960325,12.9661571785343,4.27677358627501e-05,0.117555207535663,0.0843215951838054
5_1242_3,conversion,Google_Proslisting_S,2020-05-06,2022-03-31,695 days,0.7,1.2,1391576,134781133,583068.811458082,10384.8955223881,0.01781075461131,0.0440921017018068,11.9578520211399,4.24579155435428e-06,134781133,583068.811458082,0,7269.4406996353,-0.299998667876473,583068.811458088,9.76996261670138e-15,0.0124675519540421,0.0202687980395884,12.9661571785343,2.78821973753844e-06,-0.540307736368171,0.0843215951838054
5_1242_3,conversion,Influencer_fix_S,2020-05-06,2022-03-31,695 days,0.7,1.2,2336999,134781133,583068.811458082,333857,0.572585934008583,2.81322008632661,11.9578520211399,8.42642234946883e-06,134781133,583068.811458082,0,326709.238293495,-0.0214096505584866,583068.811458088,9.76996261670138e-15,0.560327069246749,2.65573161779207,12.9661571785343,8.12873131982368e-06,-0.0559815669239666,0.0843215951838054
