solID,dep_var_type,channels,date_min,date_max,periods,constr_low,constr_up,histSpend,histSpendTotal,initSpendUnitTotal,initSpendUnit,initSpendShare,initResponseUnit,initResponseUnitTotal,initCPAUnit,expSpendTotal,expSpendUnitTotal,expSpendUnitDelta,optmSpendUnit,optmSpendUnitDelta,optmSpendUnitTotal,optmSpendUnitTotalDelta,optmSpendShareUnit,optmResponseUnit,optmResponseUnitTotal,optmCPAUnit,optmResponseUnitLift,optmResponseUnitTotalLift
5_1724_3,conversion,FB_28_similar_S,2020-05-06,2022-03-31,695 days,0.7,1.2,3973402,133431612.887921,576188.573262444,21023.291005291,0.0364868238990836,5.15831219772307,20.602268881941,0.000245361784528638,133431612.887921,576188.573262444,0,25227.9492063492,0.2,576188.573262441,-4.2188474935756e-15,0.0437841886789005,7.23500848053582,24.3781095096847,0.000286785438695705,0.40259220520414,0.183273048681226
5_1724_3,conversion,FB_30_broad_S,2020-05-06,2022-03-31,695 days,0.7,1.2,3712528,133431612.887921,576188.573262444,8735.36,0.0151605922181681,1.03123865036642,20.602268881941,0.000118053365902083,133431612.887921,576188.573262444,0,10482.432,0.2,576188.573262441,-4.2188474935756e-15,0.0181927106618018,1.19896655467385,24.3781095096847,0.000114378662763932,0.162647030585822,0.183273048681226
5_1724_3,conversion,FB_30_similar_S,2020-05-06,2022-03-31,695 days,0.7,1.2,9915433,133431612.887921,576188.573262444,25359.1636828645,0.0440119170348659,2.96122874075443,20.602268881941,0.000116771545693968,133431612.887921,576188.573262444,0,30430.9964194373,0.2,576188.573262441,-4.2188474935756e-15,0.0528143004418394,3.61398418308937,24.3781095096847,0.000118759968726525,0.22043398179657,0.183273048681226
5_1724_3,conversion,FB_40_similar_S,2020-05-06,2022-03-31,695 days,0.7,1.2,6054607,133431612.887921,576188.573262444,10385.2607204117,0.0180240657353011,0.236450369382985,20.602268881941,2.27678799549302e-05,133431612.887921,576188.573262444,0,7269.68250428816,-0.3,576188.573262441,-4.2188474935756e-15,0.0126168460147109,0.204608435823344,24.3781095096847,2.81454431748088e-05,-0.13466645724738,0.183273048681226
5_1724_3,conversion,FB_50_S,2020-05-06,2022-03-31,695 days,0.7,1.2,92379,133431612.887921,576188.573262444,3421.44444444444,0.0059380636881982,1.4114342499905,20.602268881941,0.000412525841909347,133431612.887921,576188.573262444,0,4105.73333333333,0.2,576188.573262441,-4.2188474935756e-15,0.00712567642583787,1.72802218858493,24.3781095096847,0.000420880278452473,0.22430229293115,0.183273048681226
5_1724_3,conversion,FB_female_other_S,2020-05-06,2022-03-31,695 days,0.7,1.2,49052834,133431612.887921,576188.573262444,75004.3333333333,0.130173239827806,2.11509847922044,20.602268881941,2.81996837412119e-05,133431612.887921,576188.573262444,0,52503.0412040427,-0.299999895063271,576188.573262441,-4.2188474935756e-15,0.0911212815394184,1.79485090895796,24.3781095096847,3.41856560648102e-05,-0.15141024089834,0.183273048681226
5_1724_3,conversion,FB_male_other_S,2020-05-06,2022-03-31,695 days,0.7,1.2,27575823,133431612.887921,576188.573262444,40792.6375739645,0.0707973734067513,0.000796292474659717,20.602268881941,1.95204949230334e-08,133431612.887921,576188.573262444,0,28554.8463017751,-0.3,576188.573262441,-4.2188474935756e-15,0.0495581613847261,0.000558986402394876,24.3781095096847,1.95758855252576e-08,-0.298013707044325,0.183273048681226
5_1724_3,conversion,FB_u25_S,2020-05-06,2022-03-31,695 days,0.7,1.2,366344,133431612.887921,576188.573262444,8935.21951219512,0.0155074569799309,0.525233495381953,20.602268881941,5.87823829806413e-05,133431612.887921,576188.573262444,0,9830.67695060606,0.100216613278363,576188.573262441,-4.2188474935756e-15,0.0170615617990196,0.541778026010704,24.3781095096847,5.51109581499678e-05,0.0314993822256515,0.183273048681226
5_1724_3,conversion,FB_undefined_S,2020-05-06,2022-03-31,695 days,0.7,1.2,30309208,133431612.887921,576188.573262444,45170.2056631893,0.0783948307191004,4.57942904845954,20.602268881941,0.000101381629355553,133431612.887921,576188.573262444,0,54204.2467958271,0.2,576188.573262441,-4.2188474935756e-15,0.0940737968629209,4.99737378890222,24.3781095096847,9.21952445483837e-05,0.0912656874950981,0.183273048681226
5_1724_3,conversion,Influencer_fix_S,2020-05-06,2022-03-31,695 days,0.7,1.2,2336999,133431612.887921,576188.573262444,333857,0.579423153273701,2.27694806240947,20.602268881941,6.82012976337016e-06,133431612.887921,576188.573262444,0,349373.379754682,0.0464761252712456,576188.573262441,-4.2188474935756e-15,0.606352496330312,2.59166763720425,24.3781095096847,7.41804552775035e-06,0.138219918139783,0.183273048681226
5_1724_3,conversion,Twitter_S,2020-05-06,2022-03-31,695 days,0.7,1.2,42055.887921,133431612.887921,576188.573262444,3504.65732675,0.00608248321709374,0.306099295777506,20.602268881941,8.73407204296814e-05,133431612.887921,576188.573262444,0,4205.5887921,0.2,576188.573262441,-4.2188474935756e-15,0.00729897986051252,0.471290319499829,24.3781095096847,0.000112062862728074,0.539664827724383,0.183273048681226
