solID,rn,coef,xDecompAgg,xDecompPerc,xDecompMeanNon0,xDecompMeanNon0Perc,xDecompAggRF,xDecompPercRF,xDecompMeanNon0RF,xDecompMeanNon0PercRF,pos,spend_share_refresh,effect_share_refresh,mape,nrmse,decomp.rssd,rsq_train,lambda,lambda_hp,lambda_max,iterPar,iterNG,df.int,trial,iterations,robynPareto,total_spend,mean_spend,spend_share,effect_share,roi_mean,roi_total,cpa_total,mean_response,next_unit_response
3_778_2,(Intercept),0,0,0,0,0,0,0,0,0,TRUE,,,0,0.057251438763785,0.0548312506229195,0.703282861645178,1.30493352770273,0.00129832297627723,933.299904467113,2,778,0,3,3110,2,,,,,,,,,
3_778_2,Complementary.goods_1,0.00386497189140399,208.863081011471,0.00854835308033909,0.300522418721542,0.00263944283586038,208.863081011471,0.00854835308033909,0.300522418721542,0.00263944283586038,TRUE,,,0,0.057251438763785,0.0548312506229195,0.703282861645178,1.30493352770273,0.00129832297627723,933.299904467113,2,778,0,3,3110,2,,,,,,,,,
3_778_2,Complementary.goods_2,0.00962863338744952,227.206862043646,0.009299127780837,0.326916348264239,0.0028712567169613,227.206862043646,0.009299127780837,0.326916348264239,0.0028712567169613,TRUE,,,0,0.057251438763785,0.0548312506229195,0.703282861645178,1.30493352770273,0.00129832297627723,933.299904467113,2,778,0,3,3110,2,,,,,,,,,
3_778_2,Complementary.goods_3,-0.005832836277601,-96.9417389337286,-0.00396763376569195,0,0,-96.9417389337286,-0.00396763376569195,0,0,FALSE,,,0,0.057251438763785,0.0548312506229195,0.703282861645178,1.30493352770273,0.00129832297627723,933.299904467113,2,778,0,3,3110,2,,,,,,,,,
3_778_2,FB_28_similar_S,15.0269799225353,585.718647591206,0.0239723065517421,1.86534601143696,0.0163830511787875,585.718647591206,0.0239723065517421,1.86534601143696,0.0163830511787875,TRUE,0.0269964160500803,0.0483761870299755,0,0.057251438763785,0.0548312506229195,0.703282861645178,1.30493352770273,0.00129832297627723,933.299904467113,2,778,0,3,3110,2,3973402,21023.291005291,0.0269964160500803,0.0483761870299755,4.39646811183632e-06,0.000147409863787053,6783.80655343789,0.0924282285106173,1.16882337465318e-05
3_778_2,FB_30_broad_S,3.16019733771836,283.675186756421,0.0116102646996375,0.565090013459006,0.00496309990444551,283.675186756421,0.0116102646996375,0.565090013459006,0.00496309990444551,TRUE,0.025223964372488,0.0234295492327738,0,0.057251438763785,0.0548312506229195,0.703282861645178,1.30493352770273,0.00129832297627723,933.299904467113,2,778,0,3,3110,2,3712528,8735.36,0.025223964372488,0.0234295492327738,2.31893721706506e-06,7.64102484227515e-05,13087.2496902162,0.0202567514084614,4.12875676583657e-06
3_778_2,FB_30_retarg_S,1.8803690636832,226.729046849118,0.00927957174934403,0.492889232280691,0.0043289713910543,226.729046849118,0.00927957174934403,0.492889232280691,0.0043289713910543,TRUE,0.00731184386556186,0.0187262038192032,0,0.057251438763785,0.0548312506229195,0.703282861645178,1.30493352770273,0.00129832297627723,933.299904467113,2,778,0,3,3110,2,1076176,2809.8590078329,0.00731184386556186,0.0187262038192032,2.25112691208185e-05,0.00021068026684215,4746.52901759061,0.0632534923168824,3.74186806331167e-05
3_778_2,FB_30_similar_S,20.6265935152443,807.853999177416,0.0330638674335807,2.06612276004454,0.0181464429183257,807.853999177416,0.0330638674335807,2.06612276004454,0.0181464429183257,TRUE,0.0673682538501505,0.0667229843506644,0,0.057251438763785,0.0548312506229195,0.703282861645178,1.30493352770273,0.00129832297627723,933.299904467113,2,778,0,3,3110,2,9915433,25359.1636828645,0.0673682538501505,0.0667229843506644,7.43220550043249e-06,8.14744045143985e-05,12273.7932969277,0.188474515810153,2.18850904073475e-05
3_778_2,FB_40_broad_S,0.314929896594496,23.5247937176142,0.000962823309253317,0.0410554864181748,0.000360584112028002,23.5247937176142,0.000962823309253317,0.0410554864181748,0.000360584112028002,TRUE,0.00855358054112219,0.00194298034628936,0,0.057251438763785,0.0548312506229195,0.703282861645178,1.30493352770273,0.00129832297627723,933.299904467113,2,778,0,3,3110,2,1258938,5245.575,0.00855358054112219,0.00194298034628936,7.19930347481176e-06,1.86862210193148e-05,53515.3683008651,0.0377644863248857,6.58545117794562e-06
3_778_2,FB_40_retarg_S,1.95819419022003,338.443806849725,0.013851836067891,0.758842616254988,0.00666479963638136,338.443806849725,0.013851836067891,0.758842616254988,0.00666479963638136,TRUE,0.00606351673588473,0.027953047024595,0,0.057251438763785,0.0548312506229195,0.703282861645178,1.30493352770273,0.00129832297627723,933.299904467113,2,778,0,3,3110,2,892444,2479.01111111111,0.00606351673588473,0.027953047024595,0.000250257494450239,0.000379232542153597,2636.90450803924,0.620391109380971,0.000122973206302279
3_778_2,FB_40_similar_S,1.39824484054217,331.723258794912,0.0135767773194147,0.544701574375882,0.00478403133544738,331.723258794912,0.0135767773194147,0.544701574375882,0.00478403133544738,TRUE,0.0411367109574437,0.0273979776393525,0,0.057251438763785,0.0548312506229195,0.703282861645178,1.30493352770273,0.00129832297627723,933.299904467113,2,778,0,3,3110,2,6054607,10385.2607204117,0.0411367109574437,0.0273979776393525,2.18074113077355e-05,5.47885698931264e-05,18251.9821552316,0.226475652068087,1.44247493006622e-05
